Note that User Simulator few shot messages have been omitted
shape: (19, 8)
+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+
| sandbox_message | sender          | recipient       | content         | openai_function | tool_call_excep | tool_trace      | visible_to      |
|                 |                 |                 | tetime_info,    |                 |                 |                 |                 |
|                 |                 |                 | unit_conversion |                 |                 |                 |                 |
|                 |                 |                 |                 |                 |                 |                 |                 |
|-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------|
| 1               | SYSTEM          | AGENT           | Don't make      | null            | null            | null            | null            |
|                 |                 |                 | assumptions     |                 |                 |                 |                 |
|                 |                 |                 | about what      |                 |                 |                 |                 |
|                 |                 |                 | values to plug  |                 |                 |                 |                 |
|                 |                 |                 | into functions. |                 |                 |                 |                 |
|                 |                 |                 | Ask for         |                 |                 |                 |                 |
|                 |                 |                 | clarification   |                 |                 |                 |                 |
|                 |                 |                 | if a user       |                 |                 |                 |                 |
|                 |                 |                 | request is      |                 |                 |                 |                 |
|                 |                 |                 | ambiguous.      |                 |                 |                 |                 |
|-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------|
| 14              | SYSTEM          | USER            | You are no      | null            | null            | null            | null            |
|                 |                 |                 | longer an       |                 |                 |                 |                 |
|                 |                 |                 | assistant. From |                 |                 |                 |                 |
|                 |                 |                 | now on role     |                 |                 |                 |                 |
|                 |                 |                 | play as a user  |                 |                 |                 |                 |
|                 |                 |                 | (User A)        |                 |                 |                 |                 |
|                 |                 |                 | talking to      |                 |                 |                 |                 |
|                 |                 |                 | another user    |                 |                 |                 |                 |
|                 |                 |                 | (User B).       |                 |                 |                 |                 |
|                 |                 |                 | Make sure you   |                 |                 |                 |                 |
|                 |                 |                 | follow these    |                 |                 |                 |                 |
|                 |                 |                 | instructions:   |                 |                 |                 |                 |
|                 |                 |                 |                 |                 |                 |                 |                 |
|                 |                 |                 | 0. DO NOT act   |                 |                 |                 |                 |
|                 |                 |                 | as if you (User |                 |                 |                 |                 |
|                 |                 |                 | A) are an       |                 |                 |                 |                 |
|                 |                 |                 | assistant.      |                 |                 |                 |                 |
|                 |                 |                 | ALWAYS treat    |                 |                 |                 |                 |
|                 |                 |                 | yourself as a   |                 |                 |                 |                 |
|                 |                 |                 | user (User A).  |                 |                 |                 |                 |
|                 |                 |                 | Do not ask      |                 |                 |                 |                 |
|                 |                 |                 | questions to    |                 |                 |                 |                 |
|                 |                 |                 | the other user  |                 |                 |                 |                 |
|                 |                 |                 | (User B).       |                 |                 |                 |                 |
|                 |                 |                 | 1. Answer any   |                 |                 |                 |                 |
|                 |                 |                 | question User B |                 |                 |                 |                 |
|                 |                 |                 | asks you (User  |                 |                 |                 |                 |
|                 |                 |                 | A) accurately.  |                 |                 |                 |                 |
|                 |                 |                 | Use only the    |                 |                 |                 |                 |
|                 |                 |                 | information     |                 |                 |                 |                 |
|                 |                 |                 | provided.       |                 |                 |                 |                 |
|                 |                 |                 | Do not make up  |                 |                 |                 |                 |
|                 |                 |                 | false           |                 |                 |                 |                 |
|                 |                 |                 | information.    |                 |                 |                 |                 |
|                 |                 |                 | 2.  Use         |                 |                 |                 |                 |
|                 |                 |                 | natural, short, |                 |                 |                 |                 |
|                 |                 |                 | casual          |                 |                 |                 |                 |
|                 |                 |                 | language.       |                 |                 |                 |                 |
|                 |                 |                 | 3.  If User B   |                 |                 |                 |                 |
|                 |                 |                 | says it could   |                 |                 |                 |                 |
|                 |                 |                 | not complete    |                 |                 |                 |                 |
|                 |                 |                 | the task,       |                 |                 |                 |                 |
|                 |                 |                 | either provide  |                 |                 |                 |                 |
|                 |                 |                 | more            |                 |                 |                 |                 |
|                 |                 |                 | information     |                 |                 |                 |                 |
|                 |                 |                 | you (User A)    |                 |                 |                 |                 |
|                 |                 |                 | posses, or ask  |                 |                 |                 |                 |
|                 |                 |                 | it to use the   |                 |                 |                 |                 |
|                 |                 |                 | tools it figure |                 |                 |                 |                 |
|                 |                 |                 | it out itself   |                 |                 |                 |                 |
|                 |                 |                 | if you (User A) |                 |                 |                 |                 |
|                 |                 |                 | do not posses   |                 |                 |                 |                 |
|                 |                 |                 | information     |                 |                 |                 |                 |
|                 |                 |                 | that could      |                 |                 |                 |                 |
|                 |                 |                 | help.           |                 |                 |                 |                 |
|                 |                 |                 | 4.  Allow User  |                 |                 |                 |                 |
|                 |                 |                 | B to turn off   |                 |                 |                 |                 |
|                 |                 |                 | low battery     |                 |                 |                 |                 |
|                 |                 |                 | mode, turn on   |                 |                 |                 |                 |
|                 |                 |                 | cellular        |                 |                 |                 |                 |
|                 |                 |                 | service, wifi   |                 |                 |                 |                 |
|                 |                 |                 | or location     |                 |                 |                 |                 |
|                 |                 |                 | service         |                 |                 |                 |                 |
|                 |                 |                 | in order to     |                 |                 |                 |                 |
|                 |                 |                 | complete the    |                 |                 |                 |                 |
|                 |                 |                 | task.           |                 |                 |                 |                 |
|                 |                 |                 | 5.  When User B |                 |                 |                 |                 |
|                 |                 |                 | completed the   |                 |                 |                 |                 |
|                 |                 |                 | task, even if   |                 |                 |                 |                 |
|                 |                 |                 | you (User A)    |                 |                 |                 |                 |
|                 |                 |                 | don't have      |                 |                 |                 |                 |
|                 |                 |                 | enough          |                 |                 |                 |                 |
|                 |                 |                 | information to  |                 |                 |                 |                 |
|                 |                 |                 | validate the    |                 |                 |                 |                 |
|                 |                 |                 | correctness,    |                 |                 |                 |                 |
|                 |                 |                 | break out of    |                 |                 |                 |                 |
|                 |                 |                 | role playing    |                 |                 |                 |                 |
|                 |                 |                 | and use the     |                 |                 |                 |                 |
|                 |                 |                 | provided tool   |                 |                 |                 |                 |
|                 |                 |                 | named `end_conv |                 |                 |                 |                 |
|                 |                 |                 | ersation` to    |                 |                 |                 |                 |
|                 |                 |                 | stop            |                 |                 |                 |                 |
|                 |                 |                 | the             |                 |                 |                 |                 |
|                 |                 |                 | conversation.   |                 |                 |                 |                 |
|                 |                 |                 | 6.  When User B |                 |                 |                 |                 |
|                 |                 |                 | cannot complete |                 |                 |                 |                 |
|                 |                 |                 | the request     |                 |                 |                 |                 |
|                 |                 |                 | after 5 tries,  |                 |                 |                 |                 |
|                 |                 |                 | break out of    |                 |                 |                 |                 |
|                 |                 |                 | role playing    |                 |                 |                 |                 |
|                 |                 |                 | and             |                 |                 |                 |                 |
|                 |                 |                 | use the         |                 |                 |                 |                 |
|                 |                 |                 | provided tool   |                 |                 |                 |                 |
|                 |                 |                 | named `end_conv |                 |                 |                 |                 |
|                 |                 |                 | ersation` to    |                 |                 |                 |                 |
|                 |                 |                 | stop the        |                 |                 |                 |                 |
|                 |                 |                 | conversation.   |                 |                 |                 |                 |
|                 |                 |                 |                 |                 |                 |                 |                 |
|                 |                 |                 | Answer User B's |                 |                 |                 |                 |
|                 |                 |                 | questions given |                 |                 |                 |                 |
|                 |                 |                 | the following   |                 |                 |                 |                 |
|                 |                 |                 | task you (User  |                 |                 |                 |                 |
|                 |                 |                 | A) want User B  |                 |                 |                 |                 |
|                 |                 |                 | to complete:    |                 |                 |                 |                 |
|                 |                 |                 | Ask User B      |                 |                 |                 |                 |
|                 |                 |                 | create a        |                 |                 |                 |                 |
|                 |                 |                 | reminder to buy |                 |                 |                 |                 |
|                 |                 |                 | chocolate milk  |                 |                 |                 |                 |
|                 |                 |                 | tomorrow 5PM at |                 |                 |                 |                 |
|                 |                 |                 | Whole Foods on  |                 |                 |                 |                 |
|                 |                 |                 | McKinley Ave.   |                 |                 |                 |                 |
|                 |                 |                 | You do not have |                 |                 |                 |                 |
|                 |                 |                 | any more        |                 |                 |                 |                 |
|                 |                 |                 | information.    |                 |                 |                 |                 |
|                 |                 |                 | Make sure it's  |                 |                 |                 |                 |
|                 |                 |                 | right Whole     |                 |                 |                 |                 |
|                 |                 |                 | Foods.          |                 |                 |                 |                 |
|-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------|
| 15              | USER            | AGENT           | Add a reminder  | null            | null            | null            | null            |
|                 |                 |                 | to buy          |                 |                 |                 |                 |
|                 |                 |                 | chocolate milk  |                 |                 |                 |                 |
|                 |                 |                 | tomorrow 5PM at |                 |                 |                 |                 |
|                 |                 |                 | Whole Foods.    |                 |                 |                 |                 |
|-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------|
| 16              | AGENT           | EXECUTION_ENVIR | call_Z24T0nigb2 | search_location | null            | null            | ["AGENT", "EXEC |
|                 |                 | ONMENT          | PfCPfMg179rXSp_ | _around_lat_lon |                 |                 | UTION_ENVIRONME |
|                 |                 |                 | parameters =    |                 |                 |                 | NT"]            |
|                 |                 |                 | {'location':    |                 |                 |                 |                 |
|                 |                 |                 | 'Whole Foods'}  |                 |                 |                 |                 |
|                 |                 |                 | call_Z24T0nigb2 |                 |                 |                 |                 |
|                 |                 |                 | PfCPfMg179rXSp_ |                 |                 |                 |                 |
|                 |                 |                 | response = sear |                 |                 |                 |                 |
|                 |                 |                 | ch_location_aro |                 |                 |                 |                 |
|                 |                 |                 | und_lat_lon(**c |                 |                 |                 |                 |
|                 |                 |                 | all_Z24T0nigb2P |                 |                 |                 |                 |
|                 |                 |                 | fCPfMg179rXSp_p |                 |                 |                 |                 |
|                 |                 |                 | arameters)      |                 |                 |                 |                 |
|                 |                 |                 | print(repr(call |                 |                 |                 |                 |
|                 |                 |                 | _Z24T0nigb2PfCP |                 |                 |                 |                 |
|                 |                 |                 | fMg179rXSp_resp |                 |                 |                 |                 |
|                 |                 |                 | onse))          |                 |                 |                 |                 |
|-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------+-----------------|
| 17              | EXECUTION_ENVIR | AGENT           | [{'phone_number | search_location | null            | ["{"tool_name": | ["EXECUTION_ENV |
|                 | ONMENT          |                 | ':              | _around_lat_lon |                 | "search_locatio | IRONMENT",      |
|                 |                 |                 | '+14082577000', |                 |                 | n_around_lat_lo | "AGENT"]        |
|                 |                 |                 | 'name': 'Whole  |                 |                 | n",             |                 |
|                 |                 |                 | Foods Market',  |                 |                 | "arguments":    |                 |
|                 |                 |                 | 'full_address': |                 |                 | {"location":    |                 |
|                 |                 |                 | 'Whole Foods    |                 |                 | "Whole Foods",  |                 |
|                 |                 |                 | Market, 20955   |                 |                 | "latitude":     |                 |
|                 |                 |                 | Stevens Creek   |                 |                 | null,           |                 |
|                 |                 |                 | Blvd,           |                 |                 | "longitude":    |                 |
|                 |                 |                 | Cupertino, CA   |                 |                 | null},          |                 |
|                 |                 |                 | 95014', 'full_a |                 |                 | "result": [{"ph |                 |
|                 |                 |                 | ddress_array':  |                 |                 | one_number":    |                 |
|                 |                 |                 | ['20955 Stevens |                 |                 | "+14082577000", |                 |
|                 |                 |                 | Creek Blvd',    |                 |                 | "name": "Whole  |                 |
|                 |                 |                 | 'Cupertino, CA  |                 |                 | Foods Market",  |                 |
|                 |                 |                 | 95014'],        |                 |                 | "full_address": |                 |
|                 |                 |                 | 'latitude':     |                 |                 | "Whole Foods    |                 |
|                 |                 |                 | 37.3235879,     |                 |                 | Market, 20955   |                 |
|                 |                 |                 | 'longitude':    |                 |                 | Stevens Creek   |                 |
|                 |                 |                 | -122.0396177,   |                 |                 | Blvd,           |                 |
|                 |                 |                 | 'review_count': |                 |                 | Cupertino, CA   |                 |
|                 |                 |                 | 2394, 'rating': |                 |                 | 95014", "full_a |                 |
|                 |                 |                 | 4.4,            |                 |                 | ddress_array":  |                 |
|                 |                 |                 | 'timezone': 'Am |                 |                 | ["20955 Stevens |                 |
|                 |                 |                 | erica/Los_Angel |                 |                 | Creek Blvd",    |                 |
|                 |                 |                 | es', 'website': |                 |                 | "Cupertino, CA  |                 |
|                 |                 |                 | 'https://www.wh |                 |                 | 95014"],        |                 |
|                 |                 |                 | olefoodsmarket. |                 |                 | "latitude":     |                 |
|                 |                 |                 | com/stores/cupe |                 |                 | 37.3235879,     |                 |
|                 |                 |                 | rtino?utm_sourc |                 |                 | "longitude":    |                 |
|                 |                 |                 | e=google&utm_me |                 |                 | -122.0396177,   |                 |
|                 |                 |                 | dium=organic&ut |                 |                 | "review_count": |                 |
|                 |                 |                 | m_campaign=list |                 |                 | 2394, "rating": |                 |
|                 |                 |                 | ings', 'types': |                 |                 | 4.4,            |                 |
|                 |                 |                 | ['Grocery       |                 |                 | "timezone": "Am |                 |
|                 |                 |                 | store', 'Cheese |                 |                 | erica/Los_Angel |                 |
|                 |                 |                 | shop', 'Fresh   |                 |                 | es", "website": |                 |
|                 |                 |                 | food market',   |                 |                 | "https://www.wh |                 |
|                 |                 |                 | 'Grocery        |                 |                 | olefoodsmarket. |                 |
|                 |                 |                 | delivery        |                 |                 | com/stores/cupe |                 |
|                 |                 |                 | service',       |                 |                 | rtino?utm_sourc |                 |
|                 |                 |                 | 'Health food    |                 |                 | e=google&utm_me |                 |
|                 |                 |                 | store',         |                 |                 | dium=organic&ut |                 |
|                 |                 |                 | 'Natural goods  |                 |                 | m_campaign=list |                 |
|                 |                 |                 | store',         |                 |                 | ings", "types": |                 |
|                 |                 |                 | 'Organic food   |                 |                 | ["Grocery       |                 |
|                 |                 |                 | store',         |                 |                 | store", "Cheese |                 |
|                 |                 |                 | 'Produce        |                 |                 | shop", "Fresh   |                 |
|                 |                 |                 | market',        |                 |                 | food market",   |                 |
|                 |                 |                 | 'Supermarket',  |                 |                 | "Grocery        |                 |
|                 |                 |                 | 'Wine store'],  |                 |                 | delivery        |                 |
|                 |                 |                 | 'price_level':  |                 |                 | service",       |                 |
|                 |                 |                 | '$$$', 'working |                 |                 | "Health food    |                 |
|                 |                 |                 | _hours': [],    |                 |                 | store",         |                 |
|                 |                 |                 | 'city':         |                 |                 | "Natural goods  |                 |
|                 |                 |                 | 'Cupertino,     |                 |                 | store",         |                 |
|                 |                 |                 | CA',            |                 |                 | "Organic food   |                 |
|                 |                 |                 | 'is_claimed':   |                 |                 | store",         |                 |
|                 |                 |                 | True, 'state':  |                 |                 | "Produce        |                 |
|                 |                 |                 | None,           |                 |                 | market",        |                 |
|                 |                 |                 | 'description':  |                 |                 | "Supermarket",  |                 |
|                 |                 |                 | ['Mainstay for  |                 |                 | "Wine store"],  |                 |
|                 |                 |                 | natural &       |                 |                 | "price_level":  |                 |
|                 |                 |                 | organic food',  |                 |                 | "$$$", "working |                 |
|                 |                 |                 | 'Eco-minded     |                 |                 | _hours": [],    |                 |
|                 |                 |                 | chain with      |                 |                 | "city":         |                 |
|                 |                 |                 | natural &       |                 |                 | "Cupertino,     |                 |
|                 |                 |                 | organic grocery |                 |                 | CA",            |                 |
|                 |                 |                 | items,          |                 |                 | "is_claimed":   |                 |
|                 |                 |                 | housewares &    |                 |                 | true, "state":  |                 |
|                 |                 |                 | other products  |                 |                 | null,           |                 |
|                 |                 |                 | (most sell      |                 |                 | "description":  |                 |
|                 |                 |                 | wine).', None,  |                 |                 | ["Mainstay for  |                 |
|                 |                 |                 | 't', 't']}, {'p |                 |                 | natural &       |                 |
|                 |                 |                 | hone_number':   |                 |                 | organic food",  |                 |
|                 |                 |                 | '+14085629162', |                 |                 | "Eco-minded     |                 |
|                 |                 |                 | 'name': 'Whole  |                 |                 | chain with      |                 |
|                 |                 |                 | Foods Market',  |                 |                 | natural &       |                 |
|                 |                 |                 | 'full_address': |                 |                 | organic grocery |                 |
|                 |                 |                 | 'Whole Foods    |                 |                 | items,          |                 |
|                 |                 |                 | Market, 2732    |                 |                 | housewares &    |                 |
|                 |                 |                 | Augustine Dr    |                 |                 | other products  |                 |
|                 |                 |                 | Ste 1600, Santa |                 |                 | (most sell      |                 |
|                 |                 |                 | Clara, CA       |                 |                 | wine).", null,  |                 |
|                 |                 |                 | 95054', 'full_a |                 |                 | "t", "t"]}, {"p |                 |
|                 |                 |                 | ddress_array':  |                 |                 | hone_number":   |                 |
|                 |                 |                 | ['2732          |                 |                 | "+14085629162", |                 |
|                 |                 |                 | Augustine Dr    |                 |                 | "name": "Whole  |                 |
|                 |                 |                 | Ste 1600',      |                 |                 | Foods Market",  |                 |
|                 |                 |                 | 'Santa Clara,   |                 |                 | "full_address": |                 |
|                 |                 |                 | CA 95054'],     |                 |                 | "Whole Foods    |                 |
|                 |                 |                 | 'latitude':     |                 |                 | Market, 2732    |                 |
|                 |                 |                 | 37.3810157,     |                 |                 | Augustine Dr    |                 |
|                 |                 |                 | 'longitude':    |                 |                 | Ste 1600, Santa |                 |
|                 |                 |                 | -121.9759062999 |                 |                 | Clara, CA       |                 |
|                 |                 |                 | 9999,           |                 |                 | 95054", "full_a |                 |
|                 |                 |                 | 'review_count': |                 |                 | ddress_array":  |                 |
|                 |                 |                 | 3307, 'rating': |                 |                 | ["2732          |                 |
|                 |                 |                 | 4.4,            |                 |                 | Augustine Dr    |                 |
|                 |                 |                 | 'timezone': 'Am |                 |                 | Ste 1600",      |                 |
|                 |                 |                 | erica/Los_Angel |                 |                 | "Santa Clara,   |                 |
|                 |                 |                 | es', 'website': |                 |                 | CA 95054"],     |                 |
|                 |                 |                 | 'https://www.wh |                 |                 | "latitude":     |                 |
|                 |                 |                 | olefoodsmarket. |                 |                 | 37.3810157,     |                 |
|                 |                 |                 | com/stores/sant |                 |                 | "longitude":    |                 |
|                 |                 |                 | aclara?utm_sour |                 |                 | -121.9759062999 |                 |
|                 |                 |                 | ce=google&utm_m |                 |                 | 9999,           |                 |
|                 |                 |                 | edium=organic&u |                 |                 | "review_count": |                 |
|                 |                 |                 | tm_campaign=lis |                 |                 | 3307, "rating": |                 |
|                 |                 |                 | tings',         |                 |                 | 4.4,            |                 |
|                 |                 |                 | 'types':        |                 |                 | "timezone": "Am |                 |
|                 |                 |                 | ['Grocery       |                 |                 | erica/Los_Angel |                 |
|                 |                 |                 | store', 'Cheese |                 |                 | es", "website": |                 |
|                 |                 |                 | shop', 'Fresh   |                 |                 | "https://www.wh |                 |
|                 |                 |                 | food market',   |                 |                 | olefoodsmarket. |                 |
|                 |                 |                 | 'Grocery        |                 |                 | com/stores/sant |                 |
|                 |                 |                 | delivery        |                 |                 | aclara?utm_sour |                 |
|                 |                 |                 | service',       |                 |                 | ce=google&utm_m |                 |
|                 |                 |                 | 'Health food    |                 |                 | edium=organic&u |                 |
|                 |                 |                 | store',         |                 |                 | tm_campaign=lis |                 |
|                 |                 |                 | 'Natural goods  |                 |                 | tings",         |                 |
|                 |                 |                 | store',         |                 |                 | "types":        |                 |
|                 |                 |                 | 'Organic food   |                 |                 | ["Grocery       |                 |
|                 |                 |                 | store',         |                 |                 | store", "Cheese |                 |
|                 |                 |                 | 'Produce        |                 |                 | shop", "Fresh   |                 |
|                 |                 |                 | market',        |                 |                 | food market",   |                 |
|                 |                 |                 | 'Supermarket',  |                 |                 | "Grocery        |                 |
|                 |                 |                 | 'Wine store'],  |                 |                 | delivery        |                 |
|                 |                 |                 | 'price_level':  |                 |                 | service",       |                 |
|                 |                 |                 | '$$$', 'working |                 |                 | "Health food    |                 |
|                 |                 |                 | _hours':        |                 |                 | store",         |                 |
|                 |                 |                 | {'Tuesday': ['8 |                 |                 | "Natural goods  |                 |
|                 |                 |                 | \u202fAM–10\u20 |                 |                 | store",         |                 |
|                 |                 |                 | 2fPM'],         |                 |                 | "Organic food   |                 |
|                 |                 |                 | 'Wednesday':    |                 |                 | store",         |                 |
|                 |                 |                 | ['8\u202fAM–10\ |                 |                 | "Produce        |                 |
|                 |                 |                 | u202fPM'],      |                 |                 | market",        |                 |
|                 |                 |                 | 'Thursday': ['8 |                 |                 | "Supermarket",  |                 |
|                 |                 |                 | \u202fAM–10\u20 |                 |                 | "Wine store"],  |                 |
|                 |                 |                 | 2fPM'],         |                 |                 | "price_level":  |                 |
|                 |                 |                 | 'Friday': ['8\u |                 |                 | "$$$", "working |                 |
|                 |                 |                 | 202fAM–10\u202f |                 |                 | _hours":        |                 |
|                 |                 |                 | PM'],           |                 |                 | {"Tuesday":     |                 |
|                 |                 |                 | 'Saturday': ['8 |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | \u202fAM–10\u20 |                 |                 | "Wednesday":    |                 |
|                 |                 |                 | 2fPM'],         |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | 'Sunday': ['8\u |                 |                 | "Thursday":     |                 |
|                 |                 |                 | 202fAM–10\u202f |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | PM'], 'Monday': |                 |                 | "Friday":       |                 |
|                 |                 |                 | ['8\u202fAM–10\ |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | u202fPM']},     |                 |                 | "Saturday":     |                 |
|                 |                 |                 | 'city': 'Santa  |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | Clara, CA',     |                 |                 | "Sunday":       |                 |
|                 |                 |                 | 'is_claimed':   |                 |                 | ["8 AM–10 PM"], |                 |
|                 |                 |                 | True, 'state':  |                 |                 | "Monday": ["8 A |                 |
|                 |                 |                 | 'Closes soon ⋅  |                 |                 | M–10 PM"]},     |                 |
|                 |                 |                 | 10\u202fPM ⋅    |                 |                 | "city": "Santa  |                 |
|                 |                 |                 | Opens 8\u202fAM |                 |                 | Clara, CA",     |                 |
|                 |                 |                 | Wed',           |                 |                 | "is_claimed":   |                 |
|                 |                 |                 | 'description':  |                 |                 | true, "state":  |                 |
|                 |                 |                 | ['Mainstay for  |                 |                 | "Closes soon ⋅  |                 |
|                 |                 |                 | natural &       |                 |                 | 10 PM ⋅ Opens   |                 |
|                 |                 |                 | organic food',  |                 |                 | 8 AM Wed",      |                 |
|                 |                 |                 | 'Eco-minded     |                 |                 | "description":  |                 |
|                 |                 |                 | chain with      |                 |                 | ["Mainstay for  |                 |
|                 |                 |                 | natural &       |                 |                 | natural &       |                 |
|                 |                 |                 | organic grocery |                 |                 | organic food",  |                 |
|                 |                 |                 | items,          |                 |                 | "Eco-minded     |                 |
|                 |                 |                 | housewares &    |                 |                 | chain with      |                 |
|                 |                 |                 | other products  |                 |                 | natural &       |                 |
|                 |                 |                 | (most sell      |                 |                 | organic grocery |                 |
|                 |                 |                 | wine).', None,  |                 |                 | items,          |                 |
|                 |                 |                 | 't', 't']}, {'p |                 |                 | housewares &    |                 |
|                 |                 |                 | hone_number':   |                 |                 | other products  |                 |
|                 |                 |                 | '+14084191290', |                 |                 | (most sell      |                 |
|                 |                 |                 | 'name': 'Whole  |                 |                 | wine).", null,  |                 |
|                 |                 |                 | Foods Market',  |                 |                 | "t", "t"]}, {"p |                 |
|                 |                 |                 | 'full_address': |                 |                 | hone_number":   |                 |
|                 |                 |                 | 'Whole Foods    |                 |                 | "+14084191290", |                 |
|                 |                 |                 | Market, 150 E   |                 |                 | "name": "Whole  |                 |
|                 |                 |                 | McKinley Ave,   |                 |                 | Foods Market",  |                 |
|                 |                 |                 | Sunnyvale, CA   |                 |                 | "full_address": |                 |
